taxonomy.name	D2000120	D2000121	D2000122	D2000123	D2000124	D2000125	D2000126	D2000127	D2000128	D2000129	D2000130	D2000131	D2000132	D2000134	D2000135	D2000137	D2000138	D2000139	D2000140	D2000141	D2000142	D2000143	D2000144	D2000145
              Desulfohalobium	0	0	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	22	0	0	0	11	0	0
              Desulfolithobacter	0	0	0	0	0	0	0	33	0	14	0	0	0	0	0	0	0	24	0	0	0	0	0	0
              Desulfoluna	0	0	0	0	0	10	0	29	0	14	10	0	0	0	10	0	0	34	0	0	0	0	13	0
              Desulfolutivibrio	0	0	0	0	0	25	0	54	0	24	0	19	0	0	22	0	0	79	14	0	0	21	17	0
              Desulfomarina	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
              Desulfomicrobium	0	0	17	0	0	35	0	113	0	18	18	27	15	0	0	0	0	83	0	0	0	0	30	0
              Desulfomonile	0	0	0	0	0	0	0	22	0	12	0	0	0	0	0	0	0	20	0	0	0	0	0	0
              Desulfonema	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
              Desulforapulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
              Desulfosarcina	0	0	0	0	0	58	0	132	0	74	28	35	27	0	40	0	0	152	38	38	16	54	59	0
              Desulfosediminicola	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
              Desulfosudis	0	0	0	0	0	0	0	24	0	11	0	0	0	0	0	0	0	17	0	0	13	11	0	0
              Desulfovibrio	18	0	11	0	16	92	11	377	17	82	54	70	25	34	112	13	0	296	25	48	15	107	84	0
              Desulfurispirillum	0	0	0	0	0	12	0	33	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
              Desulfurivibrio	0	0	0	0	0	14	0	39	0	0	0	0	11	0	12	0	0	53	11	0	15	15	14	0
              Desulfuromonas	0	0	17	0	0	75	13	230	50	94	65	51	72	32	93	0	19	195	68	32	34	82	67	13
              Devosia	10644	938	4234	4736	7041	15705	2443	75570	1455	114309	57947	5808	5349	7140	52094	1103	6579	81489	40714	9180	14735	82499	25150	15744
              Diaphorobacter	1083	626	2354	590	1616	7050	1356	13863	889	6222	2285	2607	1046	1342	1779	738	578	12057	4123	3000	1157	6058	3210	327
              Dichelobacter	0	0	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	0	13	0	0	0	0	0
              Dickeya	156	426	483	145	126	424	113	598	70	282	383	330	81	723	428	66	141	576	145	202	305	338	970	41
              Dinoroseobacter	18	24	33	16	36	118	32	236	47	82	55	68	34	21	99	0	24	161	36	49	47	87	56	33
              Dokdonella	691	452	344	105	221	776	159	3808	683	727	452	1149	577	353	394	114	390	1045	894	312	926	503	2022	1232
              Dongshaea	0	0	0	0	0	13	0	32	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0
              Duffyella	377	201	1386	60	79	1198	39	162	28	51	46	912	53	1856	72	15430	347	64	19	80	77	31	387	38
              Dyella	3442	1550	1073	623	589	3680	850	9354	12172	2305	1100	15590	1616	1705	2043	394	3001	2497	1382	802	14893	1129	11524	4985
              Ectothiorhodosinus	0	0	0	0	0	12	0	83	19	26	0	0	0	0	0	0	0	41	21	0	0	27	0	0
              Ectothiorhodospira	43	29	35	11	0	95	0	208	34	83	58	53	62	0	51	13	0	225	58	35	58	90	74	0
              Edaphobacter	169	212	86	168	58	491	79	278	1460	79	82	3765	242	316	379	54	471	238	44	115	2281	125	1600	125
              Edwardsiella	35	115	65	30	0	103	0	214	0	104	202	108	0	150	110	0	0	209	46	74	62	93	135	0
              Ehrlichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
              Eikenella	0	0	0	0	0	34	0	116	0	26	22	25	0	0	0	0	0	80	31	0	0	62	19	0
              Elioraea	34	27	26	13	22	115	24	255	44	111	68	90	60	28	130	21	29	197	45	56	72	114	103	12
              Endozoicomonas	0	0	0	0	0	49	0	147	0	72	29	0	0	0	0	0	0	134	13	0	0	82	0	0
              Enterobacter	980	2057	3582	1485	1302	1499	586	2032	514	876	3270	1260	392	2511	877	432	426	2221	477	5856	670	957	2706	0
              Entomobacter	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Entomomonas	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	35	0	0	0	31	0	0
              Ephemeroptericola	0	0	16	0	0	24	0	61	0	33	17	13	10	0	0	0	0	54	16	0	0	49	20	0
              Erwinia	304	5278	1809	774	617	805	271	1203	123	327	968	44207	135	1338	269	484	159	470	424	281	449	245	13878	0
              Escherichia	1105	1868	4401	2062	953	768	606	1213	386	786	2575	1078	654	2436	1399	833	438	995	248	962	400	811	2417	0
              Ewingella	11	34	179	0	11	29	0	45	12	0	193	35	13	44	28	10	0	35	16	17	27	13	142	0
              Ezakiella	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Falsihalocynthiibacter	0	0	13	0	0	15	0	37	0	14	14	12	0	0	16	0	10	19	12	0	0	14	15	0
              Falsirhodobacter	16	15	17	0	13	61	23	162	19	63	34	44	25	15	62	0	17	145	39	43	30	77	37	18
              Ferribacterium	118	65	133	62	104	485	139	711	87	314	137	228	125	133	167	77	79	734	208	202	120	342	246	52
              Ferrigenium	38	19	72	17	29	151	44	214	30	94	37	47	36	36	53	23	17	203	43	57	28	128	95	17
              Ferrimonas	39	0	17	0	22	80	13	255	29	64	30	47	28	37	47	0	17	158	43	18	18	84	36	0
              Ferriphaselus	18	15	28	0	11	77	20	132	25	60	28	43	30	14	31	0	12	98	38	29	25	67	44	0
              Ferrovibrio	70	37	70	49	36	220	47	3991	54	1914	956	147	262	47	206	47	41	1478	1117	103	116	563	138	41
              Ferrovum	0	0	0	0	0	18	13	42	10	28	19	10	0	0	0	0	0	45	16	0	27	22	20	0
              Filomicrobium	34	17	12	22	14	42	16	119	23	89	33	44	37	27	70	0	0	165	23	18	36	102	69	19
              Flagellatimonas	24	18	25	11	18	116	14	310	26	91	52	64	61	21	63	0	27	208	59	37	46	60	82	18
              Flexistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
              Flocculibacter	0	0	0	0	0	0	0	21	0	15	0	0	0	0	0	0	0	18	13	0	0	12	0	0
              Fluoribacter	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0
              Fluviibacter	11	0	11	0	11	36	16	65	0	61	21	17	0	0	26	0	14	56	20	20	10	50	32	0
              Fluviispira	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Formicincola	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	22	0	0	0	0	17	0
              Francisella	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
              Frateuria	11180	1880	1414	593	691	9029	1897	8646	22350	1180	722	18626	1594	3250	2291	308	4733	1576	873	1243	23787	652	5562	8044
              Frederiksenia	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Fretibacterium	0	0	0	0	0	0	0	23	0	11	0	15	14	0	22	0	0	24	0	0	0	19	10	0
              Frigidibacter	53	0	37	23	43	140	14	214	22	177	70	79	52	39	103	27	22	202	80	46	58	146	107	25
              Frischella	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Fuscovulum	22	13	16	0	31	63	14	201	29	73	63	55	33	31	61	10	26	131	49	16	37	66	66	16
              Fusobacterium	0	0	0	0	0	0	0	32	12	18	0	0	0	0	0	11	0	26	0	0	0	0	0	0
              Gallibacterium	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	31	0	0	0	13	0	0
              Gallionella	16	0	0	0	10	48	14	117	0	36	21	14	14	14	0	0	14	80	24	19	17	63	30	0
              Gemmobacter	50	0	48	0	48	168	36	343	54	168	100	120	61	46	128	0	59	319	83	70	65	136	109	18
              Geoalkalibacter	12	0	0	0	0	51	0	150	0	0	13	31	16	10	37	0	0	144	20	10	37	47	42	0
              Geobacter	36	20	32	0	22	147	0	398	14	150	59	96	114	11	136	0	24	400	124	55	52	164	157	0
              Geomonas	43	26	58	24	0	216	58	491	21	207	113	117	123	51	161	0	12	463	86	92	78	195	114	0
              Georhizobium	75	33	79	34	71	180	43	433	52	339	158	102	78	61	221	38	67	363	122	60	88	269	112	47
              Geotalea	0	0	11	0	0	35	0	66	0	28	0	30	15	0	16	0	0	38	27	10	13	25	13	0
              Gibbsiella	20	118	71	50	12	45	17	88	0	26	67	46	24	128	46	14	17	67	12	11	46	38	85	0
              Gilliamella	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Gilvimarinus	0	0	0	0	0	20	0	98	0	30	25	15	0	0	14	0	0	82	29	0	0	129	12	0
              Glaciecola	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
              Glaciimonas	33	18	84	22	34	147	75	147	33	104	55	55	19	42	32	25	21	169	64	51	43	125	66	0
              Glaesserella	0	0	0	0	0	0	0	52	0	17	0	0	0	0	0	0	0	16	15	0	0	17	0	0
              Gluconacetobacter	40	12	41	29	31	166	39	196	38	83	32	129	56	33	114	17	23	158	52	43	57	70	76	39
              Gluconobacter	59	0	28	0	18	139	17	262	94	130	25	153	63	20	108	0	51	227	73	18	84	125	97	32
              Glycocaulis	18	0	22	12	21	58	14	141	24	67	39	40	28	19	32	14	24	91	42	27	23	57	41	11
              Gracilinema	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
              Granulibacter	23	31	19	0	34	84	17	197	50	69	49	60	48	32	74	17	42	119	57	43	39	47	78	20
              Granulicella	115	102	66	52	49	294	88	448	865	155	96	2320	214	126	233	0	128	410	122	84	1308	156	922	58
              Granulosicoccus	21	0	0	11	0	21	0	57	0	35	19	19	12	11	29	0	0	56	28	0	19	36	25	0
              Grimontia	16	0	12	0	0	32	0	64	0	0	10	0	0	0	0	0	0	64	0	0	0	51	0	0
              Guyparkeria	43	12	28	14	22	97	25	186	16	78	49	63	74	21	71	0	16	164	39	29	31	73	79	13
              Gymnodinialimonas	20	0	13	0	19	48	11	125	17	82	39	50	17	12	27	0	18	121	26	24	38	54	60	13
              Gynuella	12	0	0	0	0	19	0	37	0	16	0	0	0	0	13	0	11	47	16	0	10	25	0	0
              Haematobacter	23	0	23	25	15	80	26	218	19	124	48	69	53	33	86	21	43	220	56	28	68	67	68	23
              Haematospirillum	0	0	0	0	0	13	0	45	0	16	0	10	0	0	0	0	0	11	11	0	0	0	0	0
              Haemophilus	0	0	0	60	24	48	0	240	0	73	42	0	0	0	0	0	17	121	30	0	0	68	19	0
              Hafnia	16	162	101	54	15	32	18	103	0	45	143	43	21	249	34	0	12	94	0	0	35	53	81	0
              Hahella	27	0	28	0	0	51	18	130	24	69	30	32	49	0	22	0	0	140	44	27	0	80	31	0
              Halarcobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
              Halioglobus	28	0	0	15	0	48	10	155	11	72	28	39	11	14	49	0	12	112	23	0	36	71	49	0
              Halobacteriovorax	0	0	0	0	0	0	0	41	0	33	0	0	0	0	0	0	0	0	0	0	0	23	0	0
              Halomonas	703	270	766	300	551	2507	515	5106	598	1983	864	1403	827	566	1765	220	437	3971	1207	872	955	2150	1632	342
              Halopseudomonas	92	35	91	50	28	328	63	685	68	216	184	145	109	64	216	23	58	591	159	120	155	246	242	19
              Halorhodospira	16	23	19	11	20	126	10	180	17	71	19	66	28	21	38	13	0	159	27	13	41	76	75	0
              Halotalea	40	32	36	18	29	93	41	196	28	97	45	42	39	33	89	17	31	147	50	27	62	68	79	24
              Halothiobacillus	26	0	22	0	12	130	13	236	36	46	46	56	46	36	47	0	12	198	54	14	57	74	84	15
              Hankyongella	103	32	76	23	49	245	52	434	70	182	101	188	83	73	145	33	76	207	106	79	135	180	128	45
              Hartmannibacter	93	46	48	34	77	242	68	499	42	291	174	173	92	70	232	48	49	453	129	92	131	223	198	64
              Helicobacter	0	0	0	0	0	40	0	36	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
              Herbaspirillum	1802	973	4844	1453	4316	12666	4775	7616	1287	4628	2115	3106	1438	2017	2022	1981	1115	9469	3112	4140	2924	9041	3987	2430
              Herminiimonas	39	28	91	47	64	223	102	236	67	240	152	65	48	53	37	40	22	341	115	69	51	366	82	0
              Hirschia	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0
              Histophilus	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
              Hoeflea	132	57	59	65	106	277	84	569	61	449	175	194	130	93	392	49	86	546	168	122	125	341	202	77
              Hydrocarboniclastica	20	0	0	0	12	29	10	99	0	33	14	17	17	0	27	0	0	76	23	0	0	48	33	0
              Hydrogenimonas	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
              Hydrogenophaga	3438	1697	6236	1813	4160	18674	3889	47331	2759	17299	5926	5922	2973	3319	5320	2273	1440	30417	10906	8553	3334	13334	7543	972
              Hydrogenophilus	15	0	14	0	13	35	0	71	0	36	0	23	18	15	23	0	0	87	19	14	12	47	26	0
              Hydrogenovibrio	0	0	0	0	0	12	0	81	0	43	0	0	0	0	17	0	0	66	24	0	0	18	0	0
              Hylemonella	234	110	370	128	229	1124	243	2247	136	996	337	387	177	198	385	105	93	1689	549	498	181	791	498	84
              Hypericibacter	263	111	184	93	164	700	168	1666	217	622	332	516	440	182	523	80	169	1055	321	350	323	479	502	130
              Hyphobacterium	21	0	14	0	13	42	0	122	24	47	27	35	24	22	30	0	18	80	23	10	25	32	39	0
              Hyphococcus	18	0	0	0	12	26	0	68	13	45	22	17	13	10	15	0	11	33	18	10	16	38	25	10
              Hyphomicrobium	793	315	163	197	194	679	150	1788	717	1263	539	1993	760	385	936	110	317	2119	576	247	1753	874	1612	738
              Hyphomonas	121	11	39	23	47	208	35	636	90	305	194	224	120	29	200	0	70	453	128	75	157	260	186	37
              Ideonella	1167	433	1402	254	689	5335	920	5427	1602	2904	569	3210	816	823	688	417	290	5415	1737	1940	1474	1570	2284	360
              Idiomarina	0	0	0	0	0	40	0	137	0	56	12	15	0	0	0	0	0	73	0	0	0	74	0	0
              Ignatzschineria	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Immundisolibacter	69	17	36	18	31	174	46	369	73	146	63	100	86	34	80	16	23	287	70	55	76	106	116	57
              Indioceanicola	58	37	46	20	41	156	35	382	50	140	84	91	78	38	143	18	27	246	79	55	80	101	119	21
              Inhella	198	106	340	61	164	1146	197	1753	234	985	231	519	189	241	195	100	66	2269	516	528	283	641	476	81
              Isoalcanivorax	38	12	24	14	12	86	21	248	31	91	34	57	45	29	46	14	20	198	65	37	60	77	56	13
              Jannaschia	101	24	57	25	50	206	41	335	49	205	119	129	85	71	197	20	58	327	102	67	90	174	139	28
              Janthinobacterium	2476	2667	14587	5920	15293	27839	14069	17308	1373	10616	256155	4703	3521	4902	3503	4949	1666	24694	8493	6760	3504	27861	12010	536
              Jejubacter	18	19	47	0	26	13	0	45	0	23	22	29	13	26	12	0	0	48	11	12	16	0	31	0
              Jeongeupia	100	60	172	61	93	499	116	621	128	293	113	229	113	90	178	47	56	528	161	169	153	307	258	63
              Jiella	97	28	58	36	59	226	72	388	75	281	179	145	97	84	271	35	56	441	99	87	131	262	198	68
              Jinshanibacter	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
              Jonquetella	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
              Kaistia	198	90	205	163	151	575	79	702	143	469	270	384	207	418	1168	78	493	647	170	340	435	374	2172	96
              Kalamiella	12	150	307	21	96	48	17	62	10	33	49	68	18	117	62	28	18	45	18	28	24	25	47	0
              Kangiella	0	0	0	0	0	0	0	111	0	46	0	0	0	0	0	0	0	44	0	0	0	31	0	0
              Kaustia	82	44	73	27	63	180	55	374	58	221	126	164	120	64	217	37	49	385	98	91	138	206	166	36
              Kerstersia	47	27	97	37	60	202	51	231	51	148	54	80	41	49	64	24	42	230	78	76	62	119	127	18
              Ketobacter	0	0	0	0	0	11	0	73	14	0	14	0	0	0	0	0	0	41	0	0	0	44	12	0
              Ketogulonicigenium	35	20	48	124	28	99	12	220	13	99	45	67	19	31	86	0	26	158	63	61	30	98	85	13
              Kineobactrum	16	13	21	15	14	85	16	190	14	74	53	35	17	19	67	17	10	173	36	30	25	82	75	0
              Kingella	0	0	14	0	0	99	0	173	0	73	15	12	0	0	18	0	0	116	38	17	0	79	31	0
              Kinneretia	908	539	1620	360	904	5709	1016	8142	1067	5096	1027	2186	938	1036	1190	658	391	10511	2508	2596	1232	3431	2134	413
              Kluyvera	17	97	84	33	0	67	0	91	0	0	56	68	0	101	21	0	0	92	20	0	25	22	2186	0
              Komagataeibacter	123	50	115	41	63	346	84	734	145	350	184	340	162	70	271	43	74	496	142	104	184	360	300	47
              Kordiimonas	0	0	0	0	0	13	0	52	0	25	0	0	0	0	12	0	0	36	0	0	0	23	10	0
              Kosakonia	60	336	169058	0	137	770	38	447	53	165	3181	345	32	389	120	1038	37	346	97	106	136	213	307	0
              Kozakia	16	0	0	0	17	48	12	78	17	34	29	40	25	0	27	0	0	61	34	31	16	39	32	0
              Kushneria	38	0	38	10	33	101	25	189	33	81	19	85	28	42	65	0	13	138	63	17	56	76	94	12
              Labrenzia	81	21	29	55	68	226	52	449	41	281	145	180	107	98	234	15	73	402	113	95	110	230	156	43
              Labrys	213	276	941	246	312	1653	120	614	298	495	189	482	252	577	3371	258	956	592	152	2379	620	321	5496	323
              Lacimicrobium	0	0	0	0	0	17	0	58	0	17	0	0	0	0	21	0	0	33	14	0	0	41	0	0
              Laribacter	33	27	40	25	33	165	49	283	50	122	36	95	43	41	83	33	14	247	67	73	62	121	82	19
              Lautropia	39	31	85	24	47	215	57	376	68	177	70	133	45	42	97	33	25	434	115	106	90	172	134	0
              Leadbettera	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
              Leclercia	51	254	229	63	80	677	70	343	25	118	169	199	39	288	114	0	33	228	60	83	103	163	506	23
              Legionella	0	0	0	0	14	39	0	428	0	109	22	17	0	0	98	0	0	214	35	0	20	138	88	0
              Leisingera	165	28	115	57	84	483	67	846	70	544	216	291	162	110	360	0	111	706	198	131	186	415	296	52
              Lelliottia	117	231	303	32	160	110	14	289	13	90	286	821	17	177	359	26	40	794	82	415	212	49	2818	18
              Leminorella	0	12	12	0	0	12	0	32	0	11	15	12	0	17	15	0	0	30	0	0	0	20	12	0
              Lentilitoribacter	0	0	0	0	0	0	0	20	0	18	0	0	0	0	15	0	0	10	0	0	0	0	0	0
              Leptospira	0	0	14	0	0	0	0	92	0	0	31	0	0	0	14	0	0	80	0	0	22	27	0	0
              Leptospirillum	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
              Leptothrix	761	430	1344	330	699	4634	814	5522	998	2879	603	2089	785	828	793	522	352	5148	1409	2162	1003	1639	1889	243
              Leptotrichia	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Lichenicola	57	40	62	28	43	204	38	297	73	141	65	148	92	40	149	36	56	191	70	91	98	130	152	53
              Lichenihabitans	95	60	65	32	91	297	55	383	99	260	123	214	103	75	230	44	72	410	114	74	173	237	247	42
              Limnobacter	0	11	14	0	15	85	22	142	14	57	24	30	10	16	17	0	0	116	29	28	19	60	31	0
              Limnobaculum	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
              Limnohabitans	113	52	274	103	165	660	166	1938	54	802	290	188	118	132	210	92	49	1201	436	301	90	645	302	28
              Litorilituus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	15	0	0
              Litorivicinus	0	0	0	0	0	27	0	61	0	12	0	16	0	0	10	0	0	32	17	0	0	23	27	0
              Loktanella	24	0	14	0	0	40	13	123	0	52	31	19	15	16	50	0	12	92	34	10	15	62	47	11
              Lonsdalea	11	89	17	20	10	44	0	92	10	31	1124	39	17	40	41	10	26	61	14	0	0	18	50	0
              Luteibacter	8306	1732	3570	960	2446	6657	4555	15924	11115	3671	1993	11143	2617	2551	2181	3219	7661	2813	1775	1633	12308	1471	8580	4390
              Luteimonas	5873	1444	3755	2155	1885	6704	1584	46384	2607	12349	5913	4177	2285	3271	7957	831	3961	9757	9750	2291	4143	5757	7181	3322
              Luteitalea	558	102	143	88	147	421	125	5810	89	1186	1703	199	678	132	1102	85	105	3591	1243	198	139	1880	978	84
              Luteithermobacter	0	14	0	0	0	31	0	71	0	23	10	19	0	0	24	0	0	43	10	0	0	33	13	0
              Lysobacter	80435	8950	56752	232996	46596	96378	10899	341706	14388	150034	37182	19155	34276	56178	166342	6214	42685	67588	62683	31984	21667	38250	102561	27903
              Magnetococcus	0	0	10	0	0	0	0	23	0	13	0	0	0	0	21	0	0	26	15	0	0	16	0	0
              Magnetospira	17	0	0	10	0	51	11	111	0	44	30	31	22	20	24	0	10	83	42	13	27	44	28	0
              Magnetospirillum	161	85	166	89	117	502	137	1056	160	475	247	329	270	122	351	55	96	916	276	207	247	433	343	83
              Mameliella	37	12	24	0	35	124	30	201	24	95	52	66	35	22	97	19	30	196	72	44	39	82	56	17
              Mannheimia	0	0	0	0	0	17	0	156	0	44	0	0	0	0	0	0	0	76	0	0	0	74	0	0
              Maribius	13	0	0	0	11	50	12	79	0	34	26	18	24	0	44	0	14	55	25	0	26	54	34	0
              Maricaulis	23	18	11	0	12	63	16	173	21	69	47	66	24	16	55	0	12	127	43	28	29	66	55	17
              Marichromatium	28	25	30	0	35	146	35	294	35	92	41	72	55	29	91	14	21	219	62	48	60	91	83	35
              Maridesulfovibrio	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Marinagarivorans	0	0	0	0	0	0	0	59	0	18	16	0	0	0	0	0	0	40	16	0	0	64	0	0
              Marinicauda	52	15	36	27	24	151	34	325	46	136	64	118	65	32	99	14	19	255	86	40	60	136	85	50
              Marinimicrobium	22	0	16	11	19	47	18	171	19	52	26	21	29	0	21	0	0	137	36	17	16	147	38	0
              Marinobacter	149	0	143	0	74	573	95	1533	86	582	229	357	173	133	324	13	88	1222	377	168	170	646	399	32
              Marinobacterium	50	11	68	15	31	176	0	438	38	165	92	87	70	35	109	0	25	342	100	62	73	199	124	0
              Marinomonas	0	0	0	0	0	29	0	229	0	37	0	0	0	0	0	0	0	131	29	0	0	134	0	0
              Mariprofundus	0	0	0	0	0	15	0	63	0	10	0	0	0	0	0	0	0	42	10	0	0	0	0	0
              Maritalea	0	0	12	12	0	29	14	79	0	48	33	25	21	11	37	0	12	76	21	19	21	58	32	0
              Martelella	490	127	239	228	440	993	262	1639	202	1603	698	565	376	363	1063	187	273	1738	534	320	456	1105	676	288
              Megalodesulfovibrio	0	0	0	0	0	21	0	55	0	20	0	11	11	0	24	0	0	43	21	17	11	18	20	0
              Melaminivora	401	214	658	206	464	2237	464	4027	417	1761	582	888	440	434	515	271	162	3525	1079	880	472	1650	912	152
              Mergibacter	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
              Mesorhizobium	73679	183341	89738	65487	110913	505815	60754	65994	51900	69158	18115	218127	80322	202502	245292	60491	240320	44717	15064	136205	207143	25007	206677	83192
              Methylibium	1481	744	2371	572	1157	7691	1312	8376	1268	4371	982	2515	1125	1342	1388	864	558	7795	2106	3873	1419	2669	2891	438
              Methylobacillus	35	0	71	18	22	161	23	278	35	129	49	19	26	14	26	17	15	143	82	27	24	160	41	12
              Methylobacter	28	22	16	12	15	40	12	139	18	59	37	26	21	13	20	0	16	146	51	15	21	80	45	0
              Methylobacterium	3647	2533	3294	2007	12292	13233	3390	7685	5497	5558	2752	14639	2604	5100	7987	5018	4286	9539	2009	3689	17358	4924	7729	1489
              Methylocaldum	31	0	24	0	14	92	26	193	23	72	29	51	46	15	56	11	15	174	35	36	30	66	49	10
              Methyloceanibacter	100	37	58	34	55	166	31	324	77	189	119	170	86	57	172	15	52	411	100	47	92	148	163	50
              Methylocella	118	61	90	59	99	288	122	425	128	299	133	378	151	78	256	52	110	470	148	109	235	219	278	78
              Methylococcus	149	53	100	43	117	391	66	963	122	343	161	284	183	122	231	0	107	789	207	155	216	347	305	77
              Methylocystis	334	138	189	96	237	886	211	1355	343	815	420	860	418	236	714	126	244	1374	322	289	587	606	704	247
              Methylogaea	54	14	26	12	22	108	43	219	50	80	47	53	44	30	55	14	27	186	51	33	44	66	89	22
              Methyloligella	50	32	31	22	38	128	45	281	43	141	68	122	80	46	123	21	52	301	62	57	87	124	116	36
              Methylomagnum	28	0	40	12	34	95	26	229	14	105	53	55	30	22	67	14	16	194	61	22	32	98	81	21
              Methylomicrobium	41	21	28	14	34	139	31	285	35	119	32	59	84	18	72	0	19	223	67	19	27	113	126	42
              Methylomonas	133	26	112	46	21	379	85	899	73	374	183	202	123	29	162	0	66	815	220	98	158	439	267	42
              Methylophaga	0	0	0	0	0	0	0	138	0	44	0	0	0	0	0	0	0	73	29	0	0	109	10	0
              Methylophilus	164	31	107	0	100	286	102	2423	19	1049	362	0	31	59	49	60	37	1155	507	102	0	6151	102	0
              Methyloradius	61	25	53	22	38	217	47	772	41	337	142	20	21	14	17	34	12	359	171	42	18	385	52	0
              Methylorubrum	555	510	520	478	1177	2047	564	1892	409	1451	580	1247	543	974	2780	675	622	2221	467	835	1273	1082	1206	290
              Methylosinus	116	71	46	28	89	304	89	617	125	315	176	338	171	123	272	47	95	586	140	125	218	279	280	55
              Methylotenera	555	157	515	82	453	960	257	5786	78	2469	1070	152	126	266	60	320	149	2409	1364	319	69	2343	378	99
              Methylotuvimicrobium	0	0	0	0	0	21	0	137	0	54	31	29	0	0	0	0	0	78	0	0	0	51	0	0
              Methyloversatilis	65	21	93	37	76	287	87	476	65	204	61	150	78	69	143	28	43	419	106	141	86	183	128	27
              Methylovirgula	101	38	58	35	74	237	67	366	132	280	109	329	140	95	272	35	98	408	85	97	260	217	288	61
              Methylovorus	79	0	70	0	191	3158	61	733	30	279	119	34	23	35	22	37	22	336	150	53	20	414	53	0
              Methylovulum	10	0	13	0	11	31	0	77	12	31	15	14	0	0	14	0	13	41	18	13	0	32	11	0
              Micavibrio	0	0	0	0	0	18	0	95	0	30	16	23	0	0	0	0	0	42	19	0	0	31	16	0
              Microbulbifer	115	0	69	35	69	428	65	1373	58	422	220	265	158	82	221	0	64	919	331	146	161	698	305	33
              Microvenator	0	0	0	0	21	46	0	49	0	10	10	0	11	0	17	0	0	28	14	0	0	15	12	0
              Microvirga	1131	372	476	501	526	1506	384	2762	412	2404	1261	929	660	576	5006	302	418	4343	716	699	798	2387	1987	306
              Microvirgula	31	24	70	37	38	178	45	270	50	128	76	127	50	31	68	25	30	222	84	69	60	138	87	11
              Mitsuaria	629	427	1404	604	885	5298	1150	12420	1016	12651	957	2120	797	752	984	636	426	17257	4190	2346	1097	3755	1783	254
              Mixta	0	283	561	52	79	199	17	268	0	125	195	208	0	420	98	62	0	188	63	81	47	153	191	12
