taxonomy.name	D2000120	D2000121	D2000122	D2000123	D2000124	D2000125	D2000126	D2000127	D2000128	D2000129	D2000130	D2000131	D2000132	D2000134	D2000135	D2000137	D2000138	D2000139	D2000140	D2000141	D2000142	D2000143	D2000144	D2000145
                      Halothece	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
                    Allocoleopsis	0	0	0	0	0	0	0	29	0	23	0	0	0	0	0	0	0	17	0	22	0	0	0	0
                    Aquiluna	13	11	0	0	11	21	0	34	11	15	16	25	15	0	46	0	0	35	0	0	0	13	36	11
                    Candidatus Hamiltonella	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
                    Chlorobium	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
                    Chryseobacterium	16606	29902	29864	25413	27706	16056	2587	25375	20664	7224	12285	14314	5019	20210	3756	5746	12346	10518	2343	43870	57123	69654	166473	22786
                    Constantimarinum	0	0	14	0	0	14	0	58	0	20	13	0	0	0	0	0	0	43	15	0	0	21	0	0
                    Crinalium	0	0	0	0	0	0	0	18	0	0	18	0	0	0	16	0	0	0	0	0	0	0	0	0
                    Epilithonimonas	0	27	105	57	315	55	41	425	15	121	76	153	39	54	0	0	52	209	103	12	116	228	938	14
                    Geitlerinema	0	0	0	0	0	19	0	47	0	17	23	30	0	0	21	0	0	30	13	0	0	0	29	0
                    Geminocystis	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                    Gloeocapsa	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                    Gloeothece	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                    Kaistella	10	13	31	44	51	138	0	659	0	185	99	70	0	0	0	0	65	410	97	32	80	323	174	0
                    Microcoleus	0	0	0	0	0	0	80	18	0	0	0	0	0	0	0	0	0	26	18	0	0	0	0	0
                    Moorena	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
                    Oscillatoria	0	0	0	0	0	0	109	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                    Oxynema	0	0	0	0	0	19	0	29	0	0	0	0	0	0	0	0	0	20	0	0	0	26	0	0
                    Pelodictyon	0	0	0	0	0	24	14	58	0	18	15	0	0	0	0	0	0	26	0	0	0	15	0	0
                    Phormidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
                    Rhodoluna	0	0	0	0	0	23	0	23	0	19	0	17	0	0	93	0	0	72	0	0	0	14	0	0
                    Rippkaea	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Abyssalbus	24	0	0	0	11	17	0	142	0	41	30	11	0	0	0	0	12	102	46	0	43	64	13	0
                  Acaryochloris	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Adhaeribacter	100	32	68	26	46	244	30	396	41	149	84	79	27	48	58	22	106	293	85	109	80	176	98	11
                  Aegicerativicinus	0	0	12	0	0	22	0	107	0	46	13	0	0	0	0	0	10	55	20	0	12	25	0	0
                  Aequorivita	0	0	0	0	0	58	0	305	0	88	61	23	0	0	0	0	0	194	85	0	15	145	25	0
                  Aggregatimonas	0	0	0	0	0	16	0	65	0	22	11	0	0	0	0	0	10	28	0	0	0	30	10	0
                  Algibacter	14	0	0	0	0	21	0	328	0	123	82	0	0	0	0	0	34	282	63	0	64	193	17	0
                  Algoriphagus	44	0	23	0	0	124	0	464	0	134	75	36	0	0	0	13	67	271	91	0	54	117	105	0
                  Alistipes	0	0	0	0	18	229	0	527	0	166	67	113	78	24	185	0	26	442	112	54	38	189	195	0
                  Alkaliflexus	0	0	0	0	0	20	0	66	0	20	0	0	0	0	0	0	0	45	16	0	0	24	0	0
                  Alkalitalea	0	0	0	0	0	0	0	64	0	12	0	12	0	0	0	0	0	31	0	0	0	12	0	0
                  Ammonifex	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	0
                  Amniculibacterium	0	12	0	0	0	0	0	182	0	33	21	0	0	0	0	0	16	59	0	0	0	54	20	0
                  Anabaenopsis	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Aneurinibacillus	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Anseongella	16	0	34	0	0	88	0	191	0	44	14	23	12	15	18	0	51	92	38	31	0	38	33	0
                  Antarcticibacterium	0	0	16	0	0	85	0	303	0	98	71	14	16	0	0	0	22	214	70	10	44	144	13	0
                  Anthocerotibacter	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	12	0	0	0	12	0	0
                  Apibacter	0	0	0	0	0	0	0	45	0	12	19	0	0	0	0	0	15	20	14	0	13	17	14	0
                  Aquiflexum	0	0	0	0	0	15	0	127	0	27	25	0	0	0	13	0	0	73	27	0	15	25	25	0
                  Aquimarina	16	0	17	0	0	63	0	570	0	189	140	0	0	0	11	0	45	468	133	0	45	326	62	0
                  Aquirufa	0	0	18	0	0	21	0	209	0	68	15	0	0	0	0	0	25	110	21	11	19	78	31	0
                  Arachidicoccus	241	48	107	31	45	548	89	1593	73	379	156	295	147	126	82	20	227	575	232	240	268	257	273	49
                  Arcticibacterium	0	0	10	0	0	15	0	97	0	23	14	0	0	0	0	0	0	42	0	10	0	22	14	0
                  Arenibacter	0	0	0	0	0	16	0	112	0	29	22	14	0	0	14	0	14	61	30	17	16	39	12	0
                  Aureibaculum	16	0	10	0	0	22	0	139	11	37	18	10	0	0	0	0	22	87	40	0	16	73	19	0
                  Aureispira	0	0	0	0	0	0	11	45	0	18	0	0	0	0	0	0	0	25	0	0	0	17	0	0
                  Bacteroides	94	0	96	0	0	462	0	1348	39	340	118	91	0	44	47	0	144	809	130	161	80	289	166	30
                  Barnesiella	0	0	0	0	0	0	0	49	0	28	0	0	0	0	0	0	0	24	0	0	0	0	0	0
                  Belliella	0	0	0	0	0	18	0	117	0	53	14	15	0	0	0	0	0	54	24	24	0	22	21	0
                  Bergeyella	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
                  Bernardetia	12	0	0	0	0	0	0	48	0	24	16	0	0	0	0	0	13	53	10	0	10	32	0	0
                  Bizionia	0	0	0	0	0	17	0	130	0	34	15	0	0	0	0	0	22	84	18	0	0	44	10	0
                  Blattabacterium	18	11	12	0	13	33	0	262	15	64	61	30	21	0	18	14	35	128	42	18	38	99	30	16
                  Brasilonema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
                  Butyricimonas	0	0	0	0	0	10	0	70	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
                  Calothrix	0	0	0	0	0	43	0	88	0	20	0	0	0	0	0	0	24	58	0	0	0	49	0	0
                  Candidatus Amoebophilus	0	0	10	0	0	20	0	24	0	16	0	0	0	0	0	0	17	15	0	0	0	0	79	0
                  Candidatus Arcticimaribacter	0	0	0	0	10	0	0	58	0	16	0	0	0	0	0	0	0	44	11	11	0	22	0	0
                  Candidatus Azobacteroides	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Candidatus Cardinium	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Candidatus Doolittlea	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
                  Candidatus Karelsulcia	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Candidatus Nanosynbacter	0	0	21	0	0	265	0	474	0	107	117	107	0	0	33	0	106	100	63	30	26	54	34	0
                  Candidatus Saccharimonas	21	0	23	0	0	202	0	186	0	54	83	62	0	0	25	0	83	49	49	0	20	28	42	0
                  Capnocytophaga	36	0	0	0	0	112	0	655	16	204	98	26	0	0	17	0	23	427	96	0	0	292	0	0
                  Cellulophaga	0	0	0	0	19	46	0	736	0	202	140	26	0	12	0	0	76	500	160	0	69	369	64	0
                  Chamaesiphon	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
                  Changchengzhania	0	0	0	0	0	13	0	108	0	31	0	0	0	0	0	0	0	77	19	0	0	45	13	0
                  Chitinophaga	1825	265	1225	552	608	6613	784	5831	394	1895	744	1206	568	1685	1047	286	5983	2674	962	2164	2080	727	3695	846
                  Chlorobaculum	0	0	0	0	0	48	0	138	0	51	0	40	39	0	0	0	0	124	0	0	0	84	76	0
                  Chloroflexus	0	0	10	0	0	41	0	57	0	47	13	0	20	0	0	0	0	124	28	0	0	44	52	0
                  Chloroherpeton	0	0	0	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Chroococcidiopsis	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
                  Chryseolinea	490	32	77	125	45	214	31	2277	29	662	405	105	424	118	114	21	288	1394	456	788	53	337	2028	198
                  Cloacibacterium	0	27	19	0	0	37	0	200	0	53	40	23	50	0	0	0	0	133	28	27	0	135	47	0
                  Coprobacter	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	22	21	0	0	20	0	0
                  Costertonia	0	0	0	0	0	16	0	75	0	21	15	0	0	0	0	0	0	38	0	0	0	51	12	0
                  Croceibacter	0	0	0	0	0	16	0	89	0	16	0	0	0	0	0	0	0	37	13	0	17	20	0	0
                  Croceimicrobium	13	0	0	0	0	22	0	81	0	26	12	0	0	0	0	0	19	44	19	0	0	31	14	0
                  Cruoricaptor	0	0	0	0	0	15	0	38	0	0	0	0	0	0	0	0	0	21	11	0	0	0	14	0
                  Cyanobium	0	0	0	0	0	85	12	159	28	87	35	47	33	21	86	0	17	143	27	46	45	41	60	0
                  Cyclobacterium	29	0	0	0	0	40	0	158	0	61	0	0	0	0	0	0	13	75	23	0	10	42	25	0
                  Cyclonatronum	0	0	0	0	0	16	0	23	0	0	0	12	0	0	0	0	0	21	0	0	0	11	25	0
                  Cylindrospermum	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Cytophaga	19	0	12	21	10	34	0	269	0	58	37	14	0	21	0	0	39	394	95	18	19	245	29	0
                  Dokdonia	0	0	0	0	0	0	0	189	0	44	47	0	0	0	0	0	0	106	0	0	0	92	0	0
                  Draconibacterium	15	0	27	0	0	59	0	145	0	37	30	19	0	10	0	0	30	79	29	27	22	69	25	0
                  Duncaniella	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
                  Dyadobacter	808	326	1123	4566	769	4520	254	13133	125	5064	4957	901	343	1156	7445	89	2698	6775	2756	1995	1082	5791	6001	734
                  Dysgonomonas	0	0	0	0	0	0	0	50	0	20	0	0	0	0	0	0	0	26	0	0	0	0	0	0
                  Echinicola	26	0	20	0	0	148	0	523	0	155	50	48	0	0	32	0	84	286	128	50	38	131	78	0
                  Elizabethkingia	37	267	80	52	120	125	0	774	39	218	109	37	0	35	0	0	86	368	100	60	130	337	235	26
                  Empedobacter	0	0	0	0	0	36	0	390	0	80	66	12	0	13	0	0	45	222	73	21	19	179	46	0
                  Emticicia	0	0	15	0	12	66	0	201	10	46	33	11	17	0	19	0	38	94	36	25	34	40	37	0
                  Euzebyella	0	0	0	0	0	23	0	128	0	43	17	0	0	0	0	0	0	68	23	0	18	41	0	0
                  Exiguobacterium	695	0	8177	213	0	251	0	1278	0	76	0	544	0	155	239	33	312	5507	136	172	2156	0	484	0
                  Faecalibacter	0	0	0	0	0	0	0	71	0	18	12	0	0	0	0	0	0	43	0	11	11	28	11	0
                  Ferruginibacter	200	64	138	61	89	565	103	2303	148	504	257	237	139	169	66	45	200	705	343	237	272	288	256	48
                  Fibrella	40	10	33	10	12	121	26	202	0	75	57	52	38	26	54	10	60	101	61	60	52	70	78	0
                  Filimonas	163	43	147	78	73	527	75	1031	45	286	95	133	86	127	86	46	210	413	178	222	160	146	249	45
                  Fischerella	0	0	0	0	0	0	0	40	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Flagellimonas	0	0	0	0	0	32	0	147	0	48	34	0	0	0	0	0	27	98	13	0	0	85	0	0
                  Flammeovirga	0	0	0	0	0	32	0	218	0	46	0	0	0	0	0	0	20	131	0	0	0	58	23	0
                  Flavihumibacter	213	64	195	80	84	795	70	1661	78	425	203	220	173	169	111	89	237	671	299	334	212	170	297	60
                  Flavisolibacter	228	62	174	87	86	635	66	1705	99	403	254	216	163	165	106	65	247	687	309	273	265	331	327	80
                  Flavivirga	0	0	0	0	0	11	0	130	0	39	17	12	0	0	0	0	10	76	25	0	15	67	0	0
                  Flavobacterium	8984	1381	15065	5463	55667	25174	6842	257847	1051	136429	74794	22868	4923	56407	10150	6291	13359	377026	74727	14440	9146	269919	50734	375
                  Fluviicola	53	17	37	0	16	569	122	4298	22	957	2153	104	19	25	0	15	50	2466	1670	60	34	1938	51	64
                  Formosa	0	0	11	0	0	80	0	582	0	214	124	0	0	14	0	0	33	485	131	0	38	293	13	0
                  Fulvivirga	23	0	12	0	0	76	0	452	0	155	50	39	0	11	16	0	51	258	109	44	11	145	87	0
                  Galbibacter	11	0	11	0	0	13	0	121	0	30	32	0	0	0	0	0	0	54	26	13	0	49	0	0
                  Gemella	0	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Gillisia	0	0	0	0	0	0	0	95	0	46	30	0	0	0	0	0	16	103	27	0	21	53	13	0
                  Gilvibacter	0	0	0	0	0	11	0	78	0	17	12	0	0	0	0	0	0	38	10	0	0	28	0	0
                  Gloeobacter	21	0	24	0	0	85	12	222	0	56	40	33	50	15	90	0	0	168	44	62	13	86	85	0
                  Gloeomargarita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
                  Gramella	54	0	15	0	0	141	0	730	0	242	144	71	0	14	10	0	81	571	178	40	68	367	120	0
                  Haliscomenobacter	19	0	15	11	14	48	21	188	13	45	20	25	17	27	20	0	19	86	35	28	21	31	38	0
                  Halomicronema	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
                  Hoylesella	0	0	16	0	0	24	0	58	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
                  Hydrogenibacillus	0	0	0	0	13	27	0	46	16	29	0	0	17	0	29	13	10	52	0	13	15	23	28	0
                  Hymenobacter	527	1054	1336	181	2772	4543	3212	2954	218	1484	1077	2734	841	1236	1124	666	664	3049	882	1769	18097	3074	1574	75
                  Ichthyobacterium	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Ignavibacterium	0	0	0	0	0	12	0	20	0	0	0	0	0	0	0	0	0	18	14	0	10	0	0	0
                  Imtechella	0	0	0	0	0	16	0	75	0	21	23	11	0	0	0	0	14	69	26	0	21	35	15	0
                  Kordia	0	0	0	0	14	37	0	311	0	63	64	0	0	0	0	0	0	271	86	0	0	130	19	0
                  Kovacikia	0	0	0	0	0	12	0	33	0	0	0	0	0	0	0	0	0	33	0	0	0	13	0	0
                  Labilibaculum	0	0	0	0	0	19	0	68	0	20	14	0	0	0	0	0	13	50	26	0	11	31	11	0
                  Lacibacter	212	54	115	90	50	464	56	19214	51	3696	945	162	138	107	183	30	165	7393	4718	200	123	1364	307	33
                  Lacinutrix	0	0	11	0	0	38	0	575	0	158	110	0	0	0	0	0	12	431	106	0	30	236	0	0
                  Larkinella	55	0	19	16	12	110	19	244	11	87	57	39	19	41	60	10	45	166	45	57	31	52	72	0
                  Leadbetterella	0	0	0	12	14	34	0	116	0	34	14	0	0	0	0	0	16	62	30	0	23	36	41	0
                  Leeuwenhoekiella	0	0	0	0	0	0	0	169	0	59	26	0	0	0	0	0	24	100	22	0	0	62	0	0
                  Leptodesmis	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
                  Leptolyngbya	53	0	15	0	33	48	23	491	0	86	117	17	23	14	35	16	25	223	118	30	17	118	96	26
                  Leptothermofonsia	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0
                  Lutibacter	0	0	0	0	11	26	0	320	0	88	72	0	0	0	0	0	11	236	42	0	57	153	0	0
                  Mangrovivirga	0	0	10	0	0	15	0	68	0	19	12	0	12	0	10	0	0	46	17	0	0	16	21	0
                  Maribacter	0	0	16	0	25	113	0	527	0	203	151	13	0	0	0	0	0	457	103	12	49	309	61	0
                  Maribellus	0	0	11	12	0	30	0	78	0	21	22	10	0	0	14	0	14	39	19	21	0	15	14	0
                  Mariniflexile	20	0	0	0	0	19	0	269	0	105	40	15	0	21	19	0	11	267	50	20	23	166	28	0
                  Marinilongibacter	14	0	0	0	0	28	0	107	0	18	12	12	13	0	12	0	15	65	12	0	0	26	16	0
                  Marivirga	0	0	15	0	14	20	0	142	0	15	20	0	0	0	0	0	16	84	22	0	0	39	27	0
                  Marixanthomonas	0	0	0	0	0	13	0	123	0	36	17	16	0	0	0	0	17	63	16	0	19	40	0	0
                  Melioribacter	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
                  Mesoflavibacter	0	0	0	0	0	25	0	200	0	61	52	0	0	0	0	0	0	220	53	0	0	121	0	0
                  Mongoliitalea	0	0	0	0	0	14	0	75	0	25	16	0	0	0	0	0	17	26	17	10	0	30	11	0
                  Moorella	0	0	0	0	0	10	0	45	0	0	0	0	0	0	10	0	0	38	0	14	0	0	0	0
                  Mucilaginibacter	1152	4185	10407	2888	9269	30179	5674	15983	3783	4871	2225	10927	2533	3515	2105	8475	11822	5551	1763	9064	4784	9190	5259	764
                  Muribaculum	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
                  Muricauda	0	0	0	0	0	140	0	659	0	179	134	43	0	25	25	0	101	393	145	0	24	222	101	0
                  Muriicola	0	0	0	0	0	13	0	76	0	21	11	0	0	0	0	0	0	35	23	0	0	15	10	0
                  Myroides	65	0	31	121	0	59	0	1345	0	333	413	54	0	0	0	0	431	941	185	0	71	614	78	0
                  Niabella	206	57	141	65	65	676	59	1591	78	444	194	188	187	137	119	60	220	580	249	335	198	225	311	57
                  Niastella	16416	13946	23338	11822	6621	128660	8858	38333	15894	9091	1068	29321	16941	15514	17788	6370	54619	13185	3843	41293	20426	1978	14982	6773
                  Nibribacter	12	15	0	0	0	44	0	86	0	28	42	17	0	17	0	0	22	70	22	16	13	82	0	0
                  Nonlabens	0	0	0	0	0	36	0	544	0	150	82	0	0	0	0	0	42	279	106	0	44	231	21	0
                  Nostoc	0	0	64	0	0	52	0	228	0	0	0	0	0	0	41	0	0	63	0	0	0	50	49	0
                  Oceanihabitans	0	0	0	0	0	0	0	115	0	32	21	0	0	0	0	0	0	68	30	0	0	51	0	0
                  Odoribacter	0	0	0	0	0	16	0	47	0	12	13	0	0	0	0	0	0	21	0	0	0	0	0	0
                  Olivibacter	40	26	68	27	31	154	17	429	11	122	59	65	0	51	25	11	129	176	79	79	57	147	121	0
                  Olleya	0	0	0	0	0	0	0	296	0	96	25	0	0	0	0	0	0	204	28	13	15	34	0	0
                  Ornithobacterium	0	0	0	0	0	51	0	150	0	27	25	18	0	0	0	0	14	58	26	0	0	65	26	0
                  Owenweeksia	0	0	0	0	0	22	0	94	0	21	15	0	0	0	0	0	0	58	21	0	0	26	17	0
                  Paludibacter	27	0	15	24	0	47	0	238	12	58	32	17	15	10	0	0	26	153	39	12	21	81	39	0
                  Panacibacter	248	88	137	49	78	743	81	2072	112	530	162	221	186	172	85	47	233	581	378	364	267	174	318	46
                  Parabacteroides	36	0	12	0	21	105	0	369	0	97	0	28	19	30	15	0	19	182	82	20	0	74	51	0
                  Paracrocinitomix	0	0	10	0	0	15	0	93	0	32	14	0	0	0	0	0	0	31	16	0	14	18	0	0
                  Paraflavitalea	1052	140	422	250	140	1840	145	3561	126	915	217	436	279	322	310	103	563	1572	430	823	248	297	1189	142
                  Paraprevotella	0	0	0	0	0	18	0	39	0	30	0	0	0	0	0	0	0	29	27	0	0	15	0	0
                  Parasynechococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
                  Parvicella	10	0	0	0	0	0	0	56	0	0	13	0	0	0	0	0	0	35	21	0	0	16	0	0
                  Pedobacter	7899	8491	41676	38093	7777	35526	5019	111858	2838	49584	12500	10381	3756	21078	8871	4924	79058	31586	9203	18188	27895	125626	39019	3382
                  Persicobacter	10	0	0	0	0	18	0	85	0	19	13	0	0	0	0	0	0	45	19	0	11	28	14	0
                  Petrimonas	0	0	0	0	0	16	0	23	0	13	0	0	0	0	0	0	0	22	19	0	0	19	0	0
                  Phnomibacter	123	29	66	36	23	326	35	733	29	193	64	97	66	74	41	16	87	258	144	144	98	90	118	30
                  Phocaeicola	0	0	0	0	0	99	0	229	0	32	17	0	0	0	0	0	32	124	35	0	0	57	12	0
                  Pleurocapsa	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0
                  Polaribacter	20	0	0	0	0	56	0	2055	0	692	323	24	0	46	0	0	90	1865	415	67	87	1108	128	0
                  Pontibacter	105	31	102	13	61	397	43	885	33	267	204	139	51	56	121	0	174	528	178	187	145	323	193	13
                  Porphyromonas	12	0	0	0	0	11	0	72	0	21	0	0	0	0	13	0	14	121	0	0	0	17	14	0
                  Prevotella	36	0	11	0	0	101	0	496	0	82	20	0	21	0	28	0	24	253	39	0	0	54	55	0
                  Prochlorococcus	0	0	0	0	0	15	0	42	0	17	18	0	0	0	0	0	0	20	0	0	0	17	0	0
                  Prosthecochloris	0	0	0	0	0	13	0	98	0	23	29	0	0	0	15	0	0	79	19	0	11	16	0	0
                  Proteiniphilum	0	0	0	0	0	26	0	62	0	12	0	0	0	0	0	0	0	38	17	0	0	15	13	0
                  Pseudobacter	380	55	278	75	72	938	93	1743	68	487	141	287	167	141	186	68	361	709	245	453	162	172	447	72
                  Pseudocnuella	155	47	101	52	51	484	63	859	47	266	93	123	80	75	66	34	193	355	122	231	121	149	207	40
                  Pseudopedobacter	36	0	29	19	22	93	19	279	17	109	64	27	25	21	0	0	76	137	75	42	51	92	47	0
                  Pseudoprevotella	0	0	0	0	0	0	0	10	0	10	0	16	0	0	0	0	0	0	0	0	0	0	0	0
                  Psychroflexus	0	0	0	0	0	22	0	145	0	45	26	11	0	0	0	0	0	99	45	0	10	61	10	0
                  Psychroserpens	0	0	0	0	0	14	0	265	0	64	61	11	0	11	0	0	0	137	39	0	12	117	15	0
                  Pukyongia	0	0	0	0	0	26	0	78	0	0	0	0	0	0	0	0	0	47	0	10	22	51	0	0
                  Rasiella	0	0	0	0	0	15	0	80	0	21	21	0	0	0	0	0	12	45	19	0	12	50	0	0
                  Reichenbachiella	11	0	0	0	0	40	0	105	0	66	30	0	0	0	0	0	13	86	38	13	0	28	24	0
                  Rhodocytophaga	50	21	24	84	22	121	18	673	12	180	193	34	34	52	39	17	69	630	149	88	33	209	133	16
                  Riemerella	0	11	17	15	0	38	0	123	0	30	17	0	0	0	0	0	0	77	37	14	17	73	30	0
                  Rivularia	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                  Robiginitalea	0	0	0	0	0	0	0	54	0	15	0	26	0	0	0	0	12	32	0	0	0	12	19	0
                  Roseiflexus	30	13	63	0	47	140	43	172	13	137	74	52	98	47	94	13	22	312	76	41	59	78	82	34
                  Rufibacter	63	0	31	0	17	150	0	399	0	135	152	25	55	12	44	0	67	405	134	50	53	556	99	0
                  Runella	69	10	58	13	17	146	10	456	24	140	70	56	46	14	68	0	79	214	89	101	54	127	122	0
                  Sabulilitoribacter	0	0	0	0	0	24	0	123	0	44	24	0	0	0	0	0	23	112	27	0	16	64	20	0
                  Salegentibacter	0	32	19	0	15	100	0	393	0	123	103	23	0	0	0	0	46	286	119	20	53	177	61	0
                  Salinimicrobium	14	0	0	0	0	32	0	106	0	33	27	0	0	0	0	0	10	66	29	15	0	36	0	0
                  Salinivirga	0	0	0	0	0	13	0	43	0	0	0	0	0	0	0	0	0	33	0	0	0	10	0	0
                  Saprospira	0	0	0	0	0	0	0	80	0	16	0	0	0	0	0	0	0	45	0	0	0	0	0	0
                  Scytonema	0	0	0	0	0	0	0	21	0	0	0	0	0	0	14	0	0	35	0	0	0	0	0	0
                  Sediminibacterium	45	17	44	15	11	131	16	521	15	127	42	40	42	28	32	18	67	199	96	67	80	99	66	0
                  Sediminicola	12	0	0	0	0	13	0	63	0	22	15	0	13	0	0	0	0	45	13	12	0	45	13	0
                  Seonamhaeicola	0	0	0	0	0	0	0	154	0	46	40	0	0	0	0	0	0	112	43	0	37	95	15	0
                  Siansivirga	0	0	0	0	0	13	0	113	0	34	19	0	0	0	0	0	16	101	23	0	21	37	0	0
                  Sinomicrobium	0	0	17	0	18	44	10	107	0	37	17	13	0	12	10	0	21	58	30	16	13	35	24	0
                  Sodaliphilus	13	0	0	0	0	0	0	31	0	0	0	0	0	0	13	0	0	26	0	0	0	0	0	0
                  Solitalea	43	20	54	15	31	136	31	447	32	113	62	60	14	40	20	11	101	204	87	72	91	161	120	25
                  Sphaerobacter	25	22	19	10	24	82	12	120	18	37	41	33	40	22	106	12	16	188	45	39	30	51	61	12
                  Sphingobacterium	12622	2864	16764	11489	536	3717	96	7138	529	1869	1135	7268	251	18666	11672	84	20662	2431	1220	11450	20052	2226	78471	614
                  Spirosoma	251	36	298	91	155	948	93	1930	48	584	380	343	218	231	328	21	424	1148	375	426	301	464	530	33
                  Symbiopectobacterium	0	29	23	0	0	24	0	46	0	20	36	11	0	63	13	0	0	30	0	0	29	18	27	0
                  Synechococcus	46	0	47	0	0	207	19	732	52	230	101	98	92	0	299	0	0	744	155	50	101	187	192	0
                  Tamlana	0	0	13	0	0	26	0	177	0	58	40	0	0	0	0	0	22	130	41	0	16	116	0	0
                  Tannerella	10	0	0	0	0	39	0	71	0	0	0	0	10	0	0	0	0	42	0	0	0	13	0	0
                  Tellurirhabdus	18	11	16	0	13	82	12	136	13	64	35	43	17	17	40	0	18	101	30	53	20	40	59	18
                  Tenacibaculum	0	0	0	0	0	57	0	1173	0	412	245	37	0	30	0	0	33	1002	238	0	37	610	49	0
                  Tenuifilum	0	0	0	0	0	11	0	21	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0
                  Thermaerobacter	25	25	11	0	15	119	0	190	0	81	38	69	57	25	172	0	35	198	51	35	25	84	107	0
                  Thermostichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
                  Urechidicola	0	0	0	0	0	0	0	168	0	55	42	0	0	11	0	0	0	118	35	0	0	97	15	0
                  Weeksella	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	31	14	0	0	17	0	0
                  Wenyingzhuangia	0	0	0	0	0	12	0	122	0	39	0	13	0	0	0	0	10	73	30	0	20	55	0	0
                  Winogradskyella	0	0	0	0	0	89	0	991	0	315	178	0	0	14	0	0	40	846	253	14	33	570	60	0
                  Zhouia	22	0	0	0	0	30	0	174	0	37	30	13	15	0	0	0	21	104	36	0	20	57	0	0
                  Zobellia	0	0	0	0	0	23	0	73	0	21	22	0	0	0	0	0	0	66	23	10	0	33	14	0
